apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +539,Stock cannot be updated against Delivery Note {0},Inventario no puede actualizarse contra Nota de Envio {0}
DocType: Workstation,Rent Cost,Renta Costo
DocType: Support Settings,Issues,Problemas
DocType: BOM Update Tool,Current BOM,Lista de materiales actual
apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py +78,Row # {0}:,Fila # {0}:
DocType: Timesheet,% Amount Billed,% Monto Facturado
DocType: BOM,Manage cost of operations,Administrar el costo de las operaciones
DocType: Employee,Company Email,Correo de la compañía
apps/erpnext/erpnext/config/support.py +32,Single unit of an Item.,Números de serie únicos para cada producto
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +224,Delivery Notes {0} must be cancelled before cancelling this Sales Order,Nota de Entrega {0} debe ser cancelado antes de cancelar esta Orden Ventas
DocType: Item Tax,Tax Rate,Tasa de Impuesto
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +127,Utility Expenses,Los gastos de servicios públicos
DocType: Account,Parent Account,Cuenta Primaria
DocType: SMS Center,Messages greater than 160 characters will be split into multiple messages,Los mensajes de más de 160 caracteres se dividirá en varios mensajes
apps/erpnext/erpnext/accounts/doctype/payment_reconciliation/payment_reconciliation.py +158,{0}: {1} not found in Invoice Details table,{0}: {1} no se encuentra en el detalle de la factura
DocType: Leave Control Panel,Leave blank if considered for all designations,Dejar en blanco si es considerada para todas las designaciones
,Sales Register,Registros de Ventas
DocType: Purchase Taxes and Charges,Account Head,Cuenta matriz
DocType: Lab Test Template,Single,solo
DocType: Notification Control,Send automatic emails to Contacts on Submitting transactions.,Enviar correos electrónicos automáticos a Contactos en transacciones SOMETER.
apps/erpnext/erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py +78,{0} is not a valid Batch Number for Item {1},{0} no es un número de lote válido para el producto {1}
apps/erpnext/erpnext/setup/doctype/company/company.py +84,"Cannot change company's default currency, because there are existing transactions. Transactions must be cancelled to change the default currency.","No se puede cambiar la moneda por defecto de la compañía, porque existen transacciones, estas deben ser canceladas para cambiar la moneda por defecto."
apps/erpnext/erpnext/stock/doctype/item/item.py +489,Default BOM ({0}) must be active for this item or its template,La lista de materiales por defecto ({0}) debe estar activa para este producto o plantilla
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.js +76,Note: This Cost Center is a Group. Cannot make accounting entries against groups.,Nota: Este centro de costos es un grupo. No se pueden crear asientos contables en los grupos.
DocType: Email Digest,How frequently?,¿Con qué frecuencia ?
DocType: C-Form Invoice Detail,Invoice No,Factura No
DocType: Employee,Bank A/C No.,Número de cuenta bancaria
DocType: Delivery Note,Customer's Purchase Order No,Nº de Pedido de Compra del Cliente
DocType: Purchase Invoice,Supplier Name,Nombre del Proveedor
DocType: Salary Slip,Hour Rate,Hora de Cambio
DocType: BOM,Quantity of item obtained after manufacturing / repacking from given quantities of raw materials,Cantidad del punto obtenido después de la fabricación / reempaque de cantidades determinadas de materias primas
DocType: Journal Entry,Get Outstanding Invoices,Verifique Facturas Pendientes
DocType: Purchase Invoice,Shipping Address,Dirección de envío
apps/erpnext/erpnext/config/website.py +17,"Settings for online shopping cart such as shipping rules, price list etc.","Ajustes para la compra online, como las normas de envío, lista de precios, etc."
apps/erpnext/erpnext/setup/doctype/naming_series/naming_series.py +67,Series Updated,Series Actualizado
DocType: Employee,Contract End Date,Fecha Fin de Contrato
DocType: Upload Attendance,Attendance From Date,Asistencia De Fecha
DocType: Journal Entry,Excise Entry,Entrada Impuestos Especiales
DocType: Appraisal Template Goal,Appraisal Template Goal,Objetivo Plantilla de Evaluación
apps/erpnext/erpnext/buying/doctype/request_for_quotation/request_for_quotation.js +1083,Opportunity,Oportunidades
DocType: Additional Salary,Salary Slip,Planilla
DocType: Account,Rate at which this tax is applied,Velocidad a la que se aplica este impuesto
apps/erpnext/erpnext/accounts/report/purchase_register/purchase_register.py +80,Supplier Id,Proveedor Id
DocType: Leave Block List,Block Holidays on important days.,Bloqueo de vacaciones en días importantes.
apps/erpnext/erpnext/support/page/support_analytics/support_analytics.js +21,Support Analtyics,Analitico de Soporte
DocType: Buying Settings,Subcontract,Subcontrato
DocType: Customer,From Lead,De la iniciativa
DocType: Bank Account,Party,Socio
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.js +81,Update Cost,Actualización de Costos
DocType: Purchase Order Item,Last Purchase Rate,Tasa de Cambio de la Última Compra
DocType: Bin,Actual Quantity,Cantidad actual
DocType: Asset Movement,Stock Manager,Gerente
DocType: Shipping Rule Condition,Shipping Rule Condition,Regla Condición inicial
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +179,Opening Balance Equity,Apertura de saldos de capital
DocType: Stock Entry Detail,Stock Entry Detail,Detalle de la Entrada de Inventario
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.js +57,'To Case No.' cannot be less than 'From Case No.','Hasta Caso No.' no puede ser inferior a 'Desde el Caso No.'
DocType: Employee,Health Details,Detalles de la Salud
DocType: Maintenance Visit,Unscheduled,No Programada
DocType: Instructor Log,Other Details,Otros Datos
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.py +46,"Buying must be checked, if Applicable For is selected as {0}","Compra debe comprobarse, si se selecciona Aplicable Para como {0}"
apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.js +65,Period Closing Entry,Entradas de cierre de período
apps/erpnext/erpnext/projects/report/project_wise_stock_tracking/project_wise_stock_tracking.py +26,Cost of Purchased Items,El costo de artículos comprados
DocType: Company,Delete Company Transactions,Eliminar Transacciones de la empresa
DocType: Purchase Order Item Supplied,Stock UOM,Unidad de Media del Inventario
,Itemwise Recommended Reorder Level,Nivel recomendado de re-ordenamiento de producto
DocType: Leave Type,Leave Type Name,Nombre de Tipo de Vacaciones
DocType: Work Order Operation,Actual End Time,Hora actual de finalización
apps/erpnext/erpnext/accounts/general_ledger.py +181,Please mention Round Off Cost Center in Company,"Por favor, indique las centro de costos para el redondeo--"
DocType: Employee Education,Under Graduate,Bajo Graduación
DocType: Stock Entry,Purchase Receipt No,Recibo de Compra No
DocType: Buying Settings,Default Buying Price List,Lista de precios predeterminada
DocType: Material Request Item,Lead Time Date,Fecha y Hora de la Iniciativa
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +200,Maintenance start date can not be before delivery date for Serial No {0},Mantenimiento fecha de inicio no puede ser antes de la fecha de entrega para la Serie No {0}
DocType: Lead,Suggestions,Sugerencias
DocType: Purchase Invoice,Warehouse where you are maintaining stock of rejected items,Almacén en el que está manteniendo un balance de los artículos rechazados
DocType: Company,Default Cost of Goods Sold Account,Cuenta de costos de venta por defecto
DocType: Leave Type,Is Carry Forward,Es llevar adelante
apps/erpnext/erpnext/config/setup.py +100,"Create and manage daily, weekly and monthly email digests.","Creación y gestión de resúmenes de correo electrónico diarias , semanales y mensuales."
apps/erpnext/erpnext/config/selling.py +327,Sales Order to Payment,Órdenes de venta al Pago
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +174,Warning: Leave application contains following block dates,Advertencia: Solicitud de Renuncia contiene las siguientes fechas bloquedas
DocType: Leave Allocation,Total Leaves Allocated,Total Vacaciones Asignadas
apps/erpnext/erpnext/config/selling.py +153,Default settings for selling transactions.,Los ajustes por defecto para las transacciones de venta.
DocType: Notification Control,Customize the Notification,Personalice la Notificación
DocType: Journal Entry,Make Difference Entry,Hacer Entrada de Diferencia
DocType: Production Plan Item,Ordered Qty,Cantidad Pedida
apps/erpnext/erpnext/controllers/trends.py +19,Total(Amt),Total (Amt)
DocType: Journal Entry,Credit Card Entry,Introducción de tarjetas de crédito
DocType: Authorization Rule,Applicable To (Designation),Aplicables a (Denominación )
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py +194,Stock Options,Opciones sobre Acciones
DocType: Account,Receivable,Cuenta por Cobrar
apps/erpnext/erpnext/crm/doctype/opportunity/opportunity.py +32,Opportunity From field is mandatory,El campo 'Oportunidad de' es obligatorio
apps/erpnext/erpnext/accounts/report/accounts_receivable_summary/accounts_receivable_summary.py +78,-Above,-Mayor
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +116,Office Maintenance Expenses,Gastos de Mantenimiento de Oficinas
DocType: Blanket Order,Manufacturing,Producción
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +486,'Entries' cannot be empty,'Entradas' no puede estar vacío
DocType: Leave Control Panel,Leave Control Panel,Salir del Panel de Control
DocType: Monthly Distribution Percentage,Percentage Allocation,Porcentaje de asignación de
DocType: Shipping Rule,Shipping Amount,Importe del envío
apps/erpnext/erpnext/stock/doctype/item/item.py +74,Item Code is mandatory because Item is not automatically numbered,El código del artículo es obligatorio porque el producto no se enumera automáticamente
DocType: Sales Invoice Item,Sales Order Item,Articulo de la Solicitud de Venta
DocType: Sales Person,Parent Sales Person,Contacto Principal de Ventas
DocType: Warehouse,Warehouse Contact Info,Información de Contacto del Almacén
DocType: Supplier,Statutory info and other general information about your Supplier,Información legal y otra información general acerca de su proveedor
apps/erpnext/erpnext/stock/doctype/item/item.py +469,Unit of Measure {0} has been entered more than once in Conversion Factor Table,Unidad de Medida {0} se ha introducido más de una vez en la Tabla de Factores de Conversión
apps/erpnext/erpnext/setup/doctype/currency_exchange/currency_exchange.py +23,From Currency and To Currency cannot be same,'Desde Moneda' y 'A Moneda' no puede ser la misma
DocType: Shopping Cart Settings,Default settings for Shopping Cart,Ajustes por defecto para Compras
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.py +40,Cost Center with existing transactions can not be converted to group,Centro de Costos de las transacciones existentes no se puede convertir al grupo
DocType: Fiscal Year,Year Start Date,Fecha de Inicio
DocType: Buying Settings,Supplier Naming By,Ordenar proveedores por:
DocType: Notification Control,Sales Invoice Message,Mensaje de la Factura
DocType: Stock Settings,Notify by Email on creation of automatic Material Request,Notificarme por Email cuando se genere una nueva solicitud de materiales
DocType: BOM,"Specify the operations, operating cost and give a unique Operation no to your operations.","Especifique la operación , el costo de operación y dar una operación única que no a sus operaciones."
DocType: Quotation,Shopping Cart,Cesta de la compra
DocType: Bank Guarantee,Supplier,Proveedores
apps/erpnext/erpnext/buying/doctype/supplier/supplier.js +39,Accounting Ledger,Libro Mayor Contable
DocType: HR Settings,Stop Birthday Reminders,Detener recordatorios de cumpleaños
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +124,Sales Expenses,Gastos de Ventas
DocType: Serial No,Warranty / AMC Details,Garantía / AMC Detalles
DocType: Maintenance Schedule Item,No of Visits,No. de visitas
DocType: Leave Application,Leave Approver Name,Nombre de Supervisor de Vacaciones
DocType: BOM,Item Description,Descripción del Artículo
apps/erpnext/erpnext/projects/report/project_wise_stock_tracking/project_wise_stock_tracking.py +27,Cost of Issued Items,Costo de Artículos Emitidas
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +84,Stock Expenses,Inventario de Gastos
apps/erpnext/erpnext/stock/report/itemwise_recommended_reorder_level/itemwise_recommended_reorder_level.py +41,Lead Time Days,Tiempo de Entrega en Días
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +39,Tax Assets,Activos por Impuestos
DocType: Maintenance Schedule,Schedules,Horarios
DocType: Purchase Taxes and Charges,Tax Amount After Discount Amount,Total de Impuestos Después Cantidad de Descuento
DocType: Item,Has Serial No,Tiene No de Serie
apps/erpnext/erpnext/stock/doctype/delivery_note/delivery_note.py +98,Sales Order required for Item {0},Orden de Venta requerida para el punto {0}
DocType: Serial No,Out of AMC,Fuera de AMC
DocType: Leave Application,Apply / Approve Leaves,Aplicar / Aprobar Vacaciones
DocType: Job Offer,Select Terms and Conditions,Selecciona Términos y Condiciones
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +660,Delivery Note {0} is not submitted,Nota de Entrega {0} no está presentada
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +137,"Row {0}: To set {1} periodicity, difference between from and to date \
						must be greater than or equal to {2}","Fila {0}: Para establecer {1} periodicidad, diferencia entre desde y hasta la fecha \
 debe ser mayor que o igual a {2}"
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js +163,"Then Pricing Rules are filtered out based on Customer, Customer Group, Territory, Supplier, Supplier Type, Campaign, Sales Partner etc.","Luego las reglas de precios son filtradas en base a Cliente, Categoría de cliente, Territorio, Proveedor, Tipo de Proveedor, Campaña, Socio de Ventas, etc"
DocType: Opportunity,Enter name of campaign if source of enquiry is campaign,Introduzca el nombre de la campaña si el origen de la encuesta es una campaña
DocType: BOM Item,Scrap %,Chatarra %
apps/erpnext/erpnext/public/js/setup_wizard.js +52,Upload your letter head and logo. (you can edit them later).,Carge su membrete y su logotipo. (Puede editarlos más tarde).
DocType: Item,Is Purchase Item,Es una compra de productos
DocType: Serial No,Delivery Document No,Entrega del documento No
DocType: Notification Control,Notification Control,Control de Notificación
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py +93,Administrative Officer,Oficial Administrativo
DocType: BOM,Show In Website,Mostrar En Sitio Web
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +167,Bank Overdraft Account,Cuenta de sobregiros
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +586,Warning: Another {0} # {1} exists against stock entry {2},Existe otro {0} # {1} contra la entrada de población {2}: Advertencia
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py +46,'Update Stock' can not be checked because items are not delivered via {0},'Actualizar Stock' no se puede marcar porque los productos no se entregan a través de {0}
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.py +64,Approval Status must be 'Approved' or 'Rejected',"Estado de aprobación debe ser "" Aprobado "" o "" Rechazado """
DocType: Daily Work Summary Group,Holiday List,Lista de Feriados
DocType: Selling Settings,Settings for Selling Module,Ajustes para vender Módulo
apps/erpnext/erpnext/public/js/setup_wizard.js +118,"e.g. ""Build tools for builders""","por ejemplo "" Herramientas para los Constructores """
DocType: Purchase Invoice,Taxes and Charges Deducted,Impuestos y Gastos Deducidos
DocType: Work Order Operation,Actual Time and Cost,Tiempo y costo actual
DocType: Additional Salary,HR User,Usuario Recursos Humanos
DocType: Purchase Invoice,Unpaid,No pagado
DocType: SMS Center,All Sales Person,Todos Ventas de Ventas
apps/erpnext/erpnext/config/learn.py +197,Material Request to Purchase Order,Requisición de materiales hacia la órden de compra
apps/erpnext/erpnext/config/selling.py +110,Manage Sales Partners.,Administrar Puntos de venta.
DocType: Journal Entry,Opening Entry,Entrada de Apertura
apps/erpnext/erpnext/buying/doctype/supplier_quotation/supplier_quotation_list.js +5,Ordered,Ordenado
apps/erpnext/erpnext/projects/report/project_wise_stock_tracking/project_wise_stock_tracking.py +27,Cost of Delivered Items,Costo del Material que se adjunta
DocType: Item,Default Unit of Measure,Unidad de Medida Predeterminada
DocType: Purchase Invoice,Credit To,Crédito Para
DocType: Currency Exchange,To Currency,Para la moneda
apps/erpnext/erpnext/config/stock.py +194,Unit of Measure,Unidad de Medida
DocType: Item,Material Issue,Incidencia de Material
,Material Requests for which Supplier Quotations are not created,Solicitudes de Productos sin Cotizaciones Creadas
DocType: Course Assessment Criteria,Weightage,Coeficiente de Ponderación
DocType: Item,"Example: ABCD.#####
If series is set and Serial No is not mentioned in transactions, then automatic serial number will be created based on this series. If you always want to explicitly mention Serial Nos for this item. leave this blank.","Ejemplo:. ABCD ##### 
 Si la serie se establece y Número de Serie no se menciona en las transacciones, entonces se creara un número de serie automático sobre la base de esta serie. Si siempre quiere mencionar explícitamente los números de serie para este artículo, déjelo en blanco."
DocType: Purchase Receipt Item,Recd Quantity,Recd Cantidad
apps/erpnext/erpnext/accounts/doctype/account/account_tree.js +25,New Account Name,Nombre de nueva cuenta
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +148,Balance for Account {0} must always be {1},Balance de cuenta {0} debe ser siempre {1}
DocType: Purchase Invoice,Supplier Warehouse,Almacén Proveedor
apps/erpnext/erpnext/config/selling.py +158,Sales campaigns.,Campañas de Ventas.
DocType: Request for Quotation Item,Project Name,Nombre del proyecto
,Serial No Warranty Expiry,Número de orden de caducidad Garantía
DocType: Asset Repair,Manufacturing Manager,Gerente de Manufactura
DocType: BOM,Item UOM,Unidad de Medida del Artículo
apps/erpnext/erpnext/accounts/report/accounts_receivable_summary/accounts_receivable_summary.py +27,Total Invoiced Amt,Total Monto Facturado
DocType: Leave Application,Total Leave Days,Total Vacaciones
apps/erpnext/erpnext/config/selling.py +169,Tax template for selling transactions.,Plantilla de Impuestos para las transacciones de venta.
DocType: Appraisal Goal,Score Earned,Puntuación Obtenida
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js +942,Re-open,Re Abrir
DocType: Item Reorder,Material Request Type,Tipo de Solicitud de Material
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +187,Serial No {0} not found,Serial No {0} no encontrado
DocType: Quotation,Rate at which Price list currency is converted to company's base currency,Grado en el que la lista de precios en moneda se convierte en la moneda base de la compañía
apps/erpnext/erpnext/accounts/doctype/payment_reconciliation/payment_reconciliation.py +167,Row {0}: Allocated amount {1} must be less than or equals to invoice outstanding amount {2},Fila {0}: cantidad asignada {1} debe ser menor o igual a cantidad pendiente a facturar {2}
DocType: Sales Taxes and Charges,Tax Amount After Discount Amount (Company Currency),Monto de impuestos Después Cantidad de Descuento (Compañía moneda)
DocType: Holiday List,Holiday List Name,Lista de nombres de vacaciones
apps/erpnext/erpnext/stock/doctype/delivery_note/delivery_note.js +909,Sales Return,Volver Ventas
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py +11,Automotive,Automotor
DocType: Payment Schedule,Payment Amount,Pago recibido
DocType: Purchase Order Item Supplied,Supplied Qty,Suministrado Cantidad
apps/erpnext/erpnext/hr/doctype/employee/employee.py +171,Employee cannot report to himself.,Empleado no puede informar a sí mismo.
DocType: Stock Entry,Delivery Note No,No. de Nota de Entrega
DocType: Journal Entry Account,Purchase Order,Órdenes de Compra
apps/erpnext/erpnext/hr/doctype/attendance/attendance.py +52,Employee {0} is not active or does not exist,Empleado {0} no está activo o no existe
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +639,POS Profile required to make POS Entry,Se requiere un perfil POS para crear entradas en el Punto-de-Venta
,Requested Items To Be Ordered,Solicitud de Productos Aprobados
DocType: Salary Slip,Leave Without Pay,Licencia sin Sueldo
apps/erpnext/erpnext/accounts/doctype/account/account.py +88,Root cannot be edited.,Root no se puede editar .
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +250,Source warehouse is mandatory for row {0},Almacén de origen es obligatoria para la fila {0}
DocType: Sales Partner,Target Distribution,Distribución Objetivo
DocType: BOM,Item Image (if not slideshow),"Imagen del Artículo (si no, presentación de diapositivas)"
DocType: Naming Series,Change the starting / current sequence number of an existing series.,Defina el número de secuencia nuevo para esta transacción
DocType: Serial No,Warehouse can only be changed via Stock Entry / Delivery Note / Purchase Receipt,Depósito sólo se puede cambiar a través de la Entrada de Almacén / Nota de Entrega / Recibo de Compra
DocType: Quotation,Quotation To,Cotización Para
apps/erpnext/erpnext/support/page/support_analytics/support_analytics.js +30,Select Fiscal Year,Seleccione el año fiscal
apps/erpnext/erpnext/stock/doctype/item/item.py +479,'Has Serial No' can not be 'Yes' for non-stock item,"'Tiene Número de Serie' no puede ser ""Sí"" para elementos que son de inventario"
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +20,Cash In Hand,Efectivo Disponible
DocType: Salary Component,Earning,Ganancia
apps/erpnext/erpnext/shopping_cart/doctype/shopping_cart_settings/shopping_cart_settings.py +27,Please specify currency in Company,"Por favor, especifique la moneda en la compañía"
DocType: Notification Control,Purchase Order Message,Mensaje de la Orden de Compra
DocType: Customer Group,Only leaf nodes are allowed in transaction,Sólo las Cuentas de Detalle se permiten en una transacción
apps/erpnext/erpnext/hr/doctype/leave_block_list/leave_block_list.py +19,Date is repeated,Fecha se repite
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py +112,Government,Gobierno
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py +46,Securities & Commodity Exchanges,Valores y Bolsas de Productos
DocType: Item,Items with higher weightage will be shown higher,Los productos con mayor peso se mostraran arriba
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse.py +77,Both Warehouse must belong to same Company,Ambos almacenes deben pertenecer a una misma empresa
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py +139,Row # {0}: Cannot return more than {1} for Item {2},Fila # {0}: No se puede devolver más de {1} para el artículo {2}
DocType: Supplier,Supplier of Goods or Services.,Proveedor de Productos o Servicios.
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py +91,Secretary,Secretario
apps/erpnext/erpnext/crm/doctype/opportunity/opportunity.py +192,Lead must be set if Opportunity is made from Lead,La Iniciativa se debe establecer si la oportunidad está hecha desde Iniciativas
DocType: Work Order Operation,Operation completed for how many finished goods?,La operación se realizó para la cantidad de productos terminados?
DocType: Rename Tool,Type of document to rename.,Tipo de documento para cambiar el nombre.
DocType: Leave Type,Include holidays within leaves as leaves,"Incluir las vacaciones con ausencias, únicamente como ausencias"
DocType: Accounts Settings,"Accounting entry frozen up to this date, nobody can do / modify entry except role specified below.",Asiento contable congelado actualmente ; nadie puede modificar el asiento  excepto el rol que se especifica a continuación .
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +160,Duties and Taxes,Derechos e Impuestos
apps/erpnext/erpnext/config/manufacturing.py +46,Tree of Bill of Materials,Árbol de la lista de materiales
DocType: Asset Maintenance,Manufacturing User,Usuario de Manufactura
,Profit and Loss Statement,Estado de Pérdidas y Ganancias
DocType: Item Supplier,Item Supplier,Proveedor del Artículo
apps/erpnext/erpnext/accounts/doctype/account/account.py +55,Account {0}: Parent account {1} can not be a ledger,Cuenta {0}: Cuenta Padre {1} no puede ser una cuenta Mayor
apps/erpnext/erpnext/hr/doctype/upload_attendance/upload_attendance.js +21,Attendance From Date and Attendance To Date is mandatory,Asistencia Desde Fecha y Hasta Fecha de Asistencia es obligatoria
apps/erpnext/erpnext/templates/includes/cart/cart_dropdown.html +25,Cart is Empty,El carro esta vacío
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.js +13,Please Delivery Note first,Primero la nota de entrega
,Monthly Attendance Sheet,Hoja de Asistencia Mensual
DocType: Upload Attendance,Get Template,Verificar Plantilla
apps/erpnext/erpnext/controllers/accounts_controller.py +886,"To include tax in row {0} in Item rate, taxes in rows {1} must also be included",Para incluir el impuesto de la linea {0} los impuestos de las lineas {1} también deben ser incluidos
DocType: Sales Invoice Advance,Sales Invoice Advance,Factura Anticipadas
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.py +129,Quantity for Item {0} must be less than {1},Cantidad de elemento {0} debe ser menor de {1}
DocType: Stock Ledger Entry,Stock Value Difference,Diferencia de Valor de Inventario
DocType: Material Request Item,Min Order Qty,Cantidad mínima de Pedido (MOQ)
DocType: Item,Website Warehouse,Almacén del Sitio Web
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +275,Source and target warehouse cannot be same for row {0},Fuente y el almacén de destino no pueden ser la misma para la fila {0}
apps/erpnext/erpnext/hr/doctype/payroll_entry/payroll_entry.js +75,Submit Salary Slip,Presentar nómina
DocType: Shipping Rule,Specify conditions to calculate shipping amount,Especificar condiciones de calcular el importe de envío
apps/erpnext/erpnext/setup/doctype/customer_group/customer_group.js +13,This is a root customer group and cannot be edited.,Este es una categoría de cliente raíz y no se puede editar.
DocType: Item,Customer Items,Artículos de clientes
DocType: Selling Settings,Customer Naming By,Naming Cliente Por
DocType: Account,Fixed Asset,Activos Fijos
DocType: Purchase Invoice,Start date of current invoice's period,Fecha del período de facturación actual Inicie
DocType: Appraisal Goal,Score (0-5),Puntuación ( 0-5)
apps/erpnext/erpnext/accounts/doctype/fiscal_year/fiscal_year.js +19,"To set this Fiscal Year as Default, click on 'Set as Default'","Para establecer este Año Fiscal como Predeterminado , haga clic en "" Establecer como Predeterminado """
apps/erpnext/erpnext/config/manufacturing.py +57,Where manufacturing operations are carried.,¿Dónde se realizan las operaciones de fabricación.
apps/erpnext/erpnext/hr/doctype/appraisal/appraisal.py +42,Appraisal {0} created for Employee {1} in the given date range,Evaluación {0} creado por Empleado {1} en el rango de fechas determinado
DocType: Employee Leave Approver,Employee Leave Approver,Supervisor de Vacaciones del Empleado
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py +33,Investment Banking,Banca de Inversión
apps/erpnext/erpnext/utilities/user_progress.py +146,Unit,Unidad
,Stock Analytics,Análisis de existencias
DocType: Leave Control Panel,Leave blank if considered for all departments,Dejar en blanco si se considera para todos los departamentos
,Purchase Order Items To Be Billed,Órdenes de Compra por Facturar
apps/erpnext/erpnext/stock/doctype/batch/batch.py +115,The selected item cannot have Batch,El elemento seleccionado no puede tener lotes
DocType: Account,Setting Account Type helps in selecting this Account in transactions.,Ajuste del tipo de cuenta le ayuda en la selección de esta cuenta en las transacciones.
apps/erpnext/erpnext/hr/doctype/employee/employee.py +166,User {0} is already assigned to Employee {1},El usuario {0} ya está asignado a Empleado {1}
DocType: Account,Expenses Included In Valuation,Gastos dentro de la valoración
apps/erpnext/erpnext/selling/report/customer_acquisition_and_loyalty/customer_acquisition_and_loyalty.py +57,New Customers,Clientes Nuevos
DocType: Purchase Invoice,Total Taxes and Charges (Company Currency),Total Impuestos y Cargos (Moneda Local)
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py +81,Piecework,Pieza de trabajo
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.py +106,Item {0}: Ordered qty {1} cannot be less than minimum order qty {2} (defined in Item).,El elemento {0}: Con la cantidad ordenada {1} no puede ser menor que el pedido mínimo {2} (definido en el producto).
DocType: Warehouse,A logical Warehouse against which stock entries are made.,Un almacén lógico por el cual se hacen las entradas de existencia.
DocType: Item,Has Batch No,Tiene lote No
DocType: Serial No,Creation Document Type,Tipo de creación de documentos
DocType: Supplier Quotation Item,Prevdoc DocType,DocType Prevdoc
DocType: Student Attendance Tool,Batch,Lotes de Producto
DocType: BOM Update Tool,The BOM which will be replaced,La Solicitud de Materiales que será sustituida
apps/erpnext/erpnext/accounts/doctype/account/account.py +105,Account with child nodes cannot be set as ledger,La Cuenta con subcuentas no puede convertirse en libro de diario.
,Stock Projected Qty,Cantidad de Inventario Proyectada
DocType: Work Order Operation,Updated via 'Time Log',Actualizado a través de 'Hora de Registro'
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +408,{0} against Bill {1} dated {2},{0} contra Factura {1} de fecha {2}
apps/erpnext/erpnext/utilities/user_progress.py +138,Your Products or Services,Sus productos o servicios
apps/erpnext/erpnext/controllers/accounts_controller.py +864,{0} is mandatory. Maybe Currency Exchange record is not created for {1} to {2}.,{0} es obligatorio. Tal vez tipo de cambio no se ha creado para {1} en {2}.
DocType: Cashier Closing,To Time,Para Tiempo
apps/erpnext/erpnext/public/js/templates/address_list.html +20,No address added yet.,No se ha añadido ninguna dirección todavía.
,Terretory,Territorios
DocType: Naming Series,Series List for this Transaction,Lista de series para esta transacción
